"Name","Mmax","Color","Spec. Type","R.A.","Dec.","R.A.'","Dec.'","vâ˜‰","vgal","Pbound","dL (kpc)"
"J1637+3631","-6.66241","-0.0147,-0.30379","","16:37:12.2146","+36:31:55.8776","-18.496","64.253","284710","284883","2.2746e-05","2.16067"
"J004330.06+405258.4","-21.778","2.2193","M2","00:43:30.06,00:43:30.0752","+40:52:58.4,+40:52:58.0831","0.304","-0.734","-630","2928.91","2.2746e-05","695.844"
"D6-1","-9.77065","0.4674","","16:37:31.674,16:37:31.674","-74:20:36.5949,-74:20:36.5949","-80.253","-195.91","1200","2467.26","2.2746e-05","2.37819"
"D6-3","-8.88202","0.4084","","18:52:01.885,18:52:01.885","+62:02:10.2031,+62:02:10.2031","8.981","211.455","-20","2341.28","2.2746e-05","2.35787"
"S5-HVS1","-13.6792","-0.0083","","22:54:51.6829","-51:11:44.1876","35.328","0.588","1017","1693.46","2.2746e-05","8.63488"
"HVS22","-14.4068","-0.0288,-0.20811","A, B","11:41:46.44,11:41:46.4444","+04:42:17.29,+04:42:17.2969","0.184","1.987","597.8","1410.53","0.000118295","85.0018"
"GaiaDR2 609705","-15.3911","0.5996","","14:01:26.2724","-45:24:05.5327","-61.096","-24.729","","1406.42","0.00031728","5.11053"
"D6-2","-8.23907","0.4027,0.13729","","21:38:26.9972,21:38:26.9972","+25:22:25.3614,+25:22:25.3614","98.385","240.352","20","1317.52","2.2746e-05","0.985965"
"HVS19","-14.8594","0.1041,-0.23872","A","11:35:17.75,11:35:17.7529","+08:02:01.49,+08:02:01.4263","-0.295","0.413","597,592.8","1161.63","2.2746e-05","97.8487"
"GaiaDR2 184245","-12.0568","1.2177","","20:50:02.1801","+24:00:47.8198","-131.96","-108.692","","1150.47","0.0436152","1.49775"
"HVS2","-11.4019","-0.5153,-0.51003","O, B, O8","09:33:20.86,09:33:20.8553","+44:17:05.4,+44:17:05.523","-6","2","917,793.27","992.589","2.2746e-05","8.44896"
"SDSSJ140306.54+145005.0","-14.3915","-0.0689,-0.17906","A","14:03:06.54,14:03:06.5428","+14:50:05,+14:50:04.9257","-3.132","-1.731","279","951.374","0.150512","60.9885"
"GaiaDR2 491207","-10.0216","1.6133","","01:50:02.7372","-54:25:00.1771","-101.332","-246.802","","883.405","0.0440152","0.73511"
"HVS20","-15.0745","0.3504,-0.24193","A","11:36:37.13,11:36:37.137","+03:31:06.84,+03:31:06.9187","0.453","0.569","504,512.1","876.97","0.00401658","75.9537"
"GaiaDR2 154001","-10.6772","1.0123,0.56498","G5","12:03:54.5823","+46:45:29.9388","-82.028","-118.287","-194.89","873.276","0.00101683","1.62005"
"GD492","-8.53721","0.2303","","14:06:35.45,14:06:35.2268","+74:18:58.0,+74:19:00.3176","-56","148","497.6,499","845.106","0.000118295","0.61869"
"J1603-6613","-8.75136","0.1431","","16:03:04.0585","-66:13:26.883","39.813","-7.06","-485","837.35","0.00031728","1.99696"
"HVS16","-14.8506","-0.2071,-0.26511","A, B","12:25:23.4,12:25:23.4031","+05:22:33.84,+05:22:33.8,+05:22:33.8917","-1.895","-1.145","429.8,443","830.882","0.0274158","71.7097"
"GaiaDR2 368538","-12.7686","0.9300,-6.46443","","12:59:05.155","-02:32:49.9046","26.92","-134.331","","828.433","0.0220159","1.47161"
"HVS3","-17.7544","-0.4023","B","04:38:12.8,04:38:12.7843","-54:33:12,-54:33:11.8101","-0.6","-6.2","723","821.48","2.2746e-05","61.6395"
"SDSSJ154556.10+243708.9","-14.4619","0.3223,-0.18961","A","15:45:56.1,15:45:56.0964","+24:37:08.9,+24:37:08.8012","-0.867","-1.09","193","810.1","0.154912","88.4326"
"GaiaDR2 384145","-11.6296","0.8623,0.46588","G7","09:34:09.2098","+01:35:16.7017","7.288","-81.394","-7.7706","807.376","0.0243159","2.51217"
"GaiaDR2 294666","-12.0028","1.0916","","06:44:34.7473","-17:02:51.0142","54.424","11.058","","806.278","0.0276158","3.24127"
"GaiaDR2 204726","-10.3402","1.4479","","19:37:32.4976","+34:26:22.2201","-0.26","96.358","","784.985","0.0132162","1.57803"
"GaiaDR2 405574","-7.47204","2.0878","","17:51:45.3032","-31:14:04.1791","119.838","102.689","","782.573","0.0128163","0.725177"
"GaiaDR2 669885","-11.8457","0.8056","","20:00:27.7305","-34:21:43.6551","-38.966","-86.57","","763.959","0.079814","2.22454"
"HVS21","-15.5005","-0.1681,-0.31723","B","10:34:18.25,10:34:18.2556","+48:11:34.57,+48:11:34.6071","0.099","-0.263","355,356.8","751.575","0.00281664","113.102"
"GaiaDR2 439610","-6.37193","1.7155","","15:50:11.4477","-07:53:17.3992","-359.688","-228.417","","749.328","0.0434152","0.487988"
"GaiaDR2 446732","-15.0757","0.9981,0.53277","","16:27:06.8263","+18:08:43.2864","-2.799","-36.58","","747.465","0.176811","5.16891"
"GaiaDR2 432697","-15.9791","1.8738","","16:35:34.152,16:35:34.1508","-14:31:06.384,-14:31:06.3674","-20.546","-33.974","-220.39","739.991","0.357105","5.08248"
"GaiaDR2 182029","-15.7705","1.3357","","19:55:16.3538","+16:25:02.8936","-5.245","-27.371","","712.946","0.232709","6.43312"
"HVS1","-15.3331","0.0487,-0.23907","B, B9, A","09:07:44.99,09:07:45.0,09:07:44.9916","+02:45:06.9,+02:45:07,+02:45:06.89,+02:45:06.88,+02:45:06.8706","0.08","-0.12","829.7,831.1","705.936","2.2746e-05","99.3,107.085"
"GaiaDR2 584721","-16.7282","1.5167","","13:50:38.344","-68:51:01.3857","-15.908","-7.345","260.08","694.854","0.233509","10.1893"
"HVS13","-14.71","0.0514,-0.25515","B","10:52:48.3,10:52:48.31,10:52:48.3066","-00:01:33.94,-00:01:33.9,-00:01:33.8742","-0.9","0.46","575,569.3,568.1","693.022","0.000417128","95.2"
"GaiaDR2 124047","-14.2083","0.9895,0.50845","","14:24:01.5442","+20:27:19.045","-18.422","-52.998","","686.512","0.170611","3.40268"
"SDSSJ032054.69-060616.0","-15.0712","-0.0654,-0.28988","B, B9","03:20:54.69,03:20:54.6981","-06:06:16,-06:06:16.1224","4.389","-3.613","314,295.54","678.831","0.293207","31.172"
"GaiaDR2 359344","-13.9263","0.8879,0.45352","","11:37:01.8172","-06:09:35.3682","-36.354","-47.945","","670.483","0.227009","3.05786"
"SDSSJ101359.79+563111.7","-14.2548","0.2028,-0.28134","A, B","10:13:59.79,10:13:59.7915","+56:31:11.65,+56:31:11.7,+56:31:11.6234","-0.06","0.615","222,228","663.066","0.0840139","64.8765"
"HVS6","-14.75","-0.0829,-0.29497","B9, B","11:05:57.45,11:05:57.4508","+09:34:39.47,+09:34:39.5,+09:34:39.4955","0.05","0.31","609.4,619.3","662.661","2.2746e-05","57.7"
"HVS9","-15.2834","0.0495,-0.23671","B, B9, A","10:21:37.08,10:21:37.0844","-00:52:34.8,-00:52:34.77,-00:52:34.7364","-1.26","-0.25","622,616.8","654.969","0.000616967","66.6,66.0477"
"HVS5","-14.516","0.0297,-0.21572","B, B8, A","09:17:59.48,09:17:59.5,09:17:59.47,09:17:59.4745","+67:22:38.3,+67:22:38,+67:22:38.35,+67:22:38.3622","0.55","-0.44","542.5,545.5","653.473","0.000217566","31.2,31.0965"
"GaiaDR2 685183","-16.7717","1.5141","","20:06:20.0083","-23:32:54.6228","-9.282","-28.676","-11.94","640.048","0.454502","6.09019"
"GaiaDR2 252587","-10.2123","1.3299,1.03592","","00:51:38.8714","-04:10:57.6399","257.341","-162.883","","639.664","0.0651145","0.594963"
"Li10","-11.9663","0.8310,0.43376","F, G, K, F9","11:52:09.12,11:52:09.0989","+12:02:58,+12:02:58.3018","-32.11","19.24","234,203.86","633.903","0.146712","3.12911"
"GaiaDR2 265505","-12.6186","0.7314,-0.35311","","22:56:47.0052","+01:06:06.0171","84.99","-65.814","","623.432","0.137612","1.5624"
"GaiaDR2 157034","-12.7371","0.7402,0.34810","F7","12:53:44.8919","+55:03:28.5003","-23.742","-39.545","-224.95","622.035","0.180311","3.81593"
"GaiaDR2 593586","-17.5611","1.7830","","16:55:36.6984,16:55:36.6981","-53:17:55.248,-53:17:55.2372","5.47","6.358","308.41","620.426","0.4913","8.84409"
"GaiaDR2 453525","-15.8733","1.1795","","18:33:47.4089","+23:07:00.2055","14.316","-24.984","","602.29","0.310706","4.66543"
"GaiaDR2 577895","-15.305","0.9946","","16:17:10.2887","-77:47:27.2581","-23.508","-10.69","","601.444","0.419603","6.41665"
"HVS4","-16.0863","-0.1987,-0.37141","B, B8, A, B9","09:13:01.01,09:13:01.0,09:13:01.0029","+30:51:19.8,+30:51:20,+30:51:19.83,+30:51:19.8697","-0.23","-0.42","604.6,600.9,604.54","595.668","0.000217566","78.3,78.529"
"LAMOST-HVS4","-15.4002","0.0086","B6","22:58:37.56,22:58:37.5585","+40:00:05.2,+40:00:05.4087","-3.9","1.6","359","590.549","0.00101683","27.9,28.0153"
"SDSSJ104318.29-013502.51","-14.8767","0.1510,-0.25764","A, B","10:43:18.29,10:43:18.2914","-01:35:02.51,-01:35:02.5462","0.662","-0.193","448,447.7","588.671","0.120713","73.9414"
"GaiaDR2 582725","-17.4442","1.7167","","15:41:13.8862","-62:22:09.1795","-17.337","-9.305","51.12","586.839","0.536299","8.34163"
"GaiaDR2 586247","-16.7133","1.6840","","13:13:52.3252","-62:47:57.9877","-28.996","-14.442","80.31","585.459","0.487","4.66551"
"GaiaDR2 148452","-12.3685","0.6399,0.24407","","14:19:54.2872","+37:40:09.6321","-42.914","-17.258","","583.558","0.362205","3.61313"
"GaiaDR2 152778","-12.9108","0.7668,0.39453","","12:58:44.0579","+42:21:55.0997","-44.359","-25.902","","578.828","0.341905","3.26828"
"GaiaDR2 606523","-16.9178","1.8037","","13:34:19.8518","-55:35:58.2504","-21.322","-6.068","103.96","578.5","0.514","7.04541"
"HVS15","-14.876","0.1015,-0.29082","A, B, A0","11:33:41.09,11:33:41.0917","-01:21:14.25,-01:21:14.2,-01:21:14.3249","-0.498","-0.487","461,463,450.97","574.572","0.132512","67.3671"
"SDSSJ094014.56+530901.7","-13.6415","0.0593,-0.18125","A","09:40:14.56,09:40:14.5597","+53:09:01.7,+53:09:01.772","-0.089","-1.538","235,190.22","574.162","0.381604","56.6279"
"HVS18","-14.8356","0.0481,-0.20628","B","23:29:04.94,23:29:04.9504","+33:00:11.47,+33:00:11.5249","-0.123","-0.119","251,237.3","570.177","0.00171672","79.9764"
"Gaia-T-ES3","-13.9604","1.1009,0.65425","","22:23:20.0116","-02:31:10.826","148.112","-13.386","-219.67","569.204","0.221109","0.871216"
"GaiaDR2 479813","-12.5737","0.6207","","05:18:07.4149","-47:12:38.4262","24.546","-25.196","","566.703","0.344205","4.17781"
"GaiaDR2 600991","-16.7886","1.5509","","15:44:35.8846","-37:01:51.8743","-20.426","-5.977","-145.44","566.401","0.680894","6.98337"
"Gaia-T-ES1","-13.718","0.8078","","04:09:02.2037","-02:12:29.1832","16.445","-136.104","1.69","565.541","0.280607","1.14723"
"GaiaDR2 583045","-16.7887","1.4512","","16:32:27.2264","-60:43:43.0757","-12.56","-16.593","155.85","564.695","0.596497","7.87289"
"GaiaDR2 643762","-15.9329","1.1931","","18:23:05.342","-65:27:33.0393","-36.102","-29.25","252.85","564.272","0.519199","3.37862"
"GaiaDR2 407324","-17.4226","1.834","","18:41:04.4712,18:41:04.471","-26:17:17.016,-26:17:17.0253","-3.596","6.231","-191.77","562.454","0.705393","10.3519"
"GaiaDR2 138327","-17.7986","1.1573,1.05430","G8","16:01:20.964,16:01:20.9636","+41:10:00.372,+41:10:00.3868","-25.759","-9.745","-180.9,-186.77","560.531","0.388204","5.72804"
"GaiaDR2 436621","-16.5807","1.5371,1.57873","","17:04:14.7374","-02:40:30.8978","-19.285","6.029","-132.81","557.918","0.704393","6.11573"
"LAMOST-HVS1","-17.749","-0.2316,-1.63608","B1, B2, B2.5, A0","09:12:06.52,09:12:06.53,09:12:06.5201","+09:16:21.8,+09:16:21.8785","-4","-4.9","611.65,620.57","557.586","0.00941637","13.4,13.5665"
"GaiaDR2 663065","-16.9325","1.3285","","18:11:42.6192","-63:25:48.6486","-16.324","-22.681","148.33","555.395","0.624596","5.87195"
"GaiaDR2 669414","-16.6505","1.1515","","20:15:22.9333","-37:40:18.5084","-27.189","-42.397","-19.98","553.266","0.597597","3.20814"
"GaiaDR2 456362","-17.3137","1.2990,-0.56785","","16:31:00.639","+19:17:58.6831","-23.107","-4.043","-41.67","553.209","0.538399","6.38347"
"GaiaDR2 525299","-17.8223","1.8056","","10:14:13.3146","-62:22:30.2477","-12.074","5.346","109.24","552.558","0.465001","9.7487"
"Li2","-11.1224","0.8242,0.39858","F, G, K","17:03:33.23,17:03:33.2004","+37:31:02.3,+37:31:02.5147","-22.6","18.79","-60,-160.84","551.967","0.472601","4.29224"
"SDSSJ140432.38+352258.4","-15.6055","-0.0856,-0.28551","A, B, B8, B9","14:04:32.38,14:04:32.3802","+35:22:58.41,+35:22:58.4,+35:22:58.4242","-3.197","-0.953","228,223,194.23","549.477","0.0933136","41.9885"
"GaiaDR2 645658","-16.7845","1.0833","","21:09:26.6136,21:09:26.614","-57:54:44.64,-57:54:44.6408","13.002","-18.263","-15.85","544.677","0.601897","6.8114"
"NHCb","-8.02383","1.3803,1.15529","K, M","01:56:45.407,01:56:45.4287","-00:18:00.396,-00:18:01.6256","27.52","-108.89","-235.4","539.559","0.554098","1.31471"
"GaiaDR2 591959","-16.9128","1.2789","","17:43:35.182","-56:06:14.6326","-11.03","-20.088","212.1","538.995","0.706693","6.96457"
"Gaia-T-ES8","-17.1588","1.3460","","06:16:51.7262","-78:26:21.3231","9.975","-34.428","298.2","536.818","0.434202","2.68098"
"GaiaDR2 131224","-15.1678","0.3049,-0.11786","","16:40:40.7121","+30:09:50.2603","-0.789","-23.851","","536.455","0.559298","5.67331"
"Gaia-T-ES2","-15.959","1.4655","","09:16:08.0873","-58:53:24.3927","13.98","-16.885","","536.443","0.463401","4.6992"
"SDSSJ175010.68+262448.38","-10.321","0.854,0.43290","F, G, K, M","17:50:10.68,17:50:10.6722","+26:24:48.38,+26:24:48.3582","-18.281","1.961","-359.01","528.313","0.629496","6.61497"
"SDSSJ013655.91+242546.0","-14.3277","0.2954,-0.03690","A","01:36:55.91,01:36:55.9018","+24:25:46.0,+24:25:45.9","-2.2","-8.2","324.3,300.71","528.164","0.112713","9.86346"
"GaiaDR2 670007","-17.6506","1.3916","","20:17:17.4936,20:17:17.4947","-32:24:56.772,-32:24:56.7609","-7.243","4.955","22.49","524.172","0.748892","8.52207"
"GaiaDR2 535301","-17.8269","2.2005","","10:48:46.4286","-55:01:35.2862","-9.213","25.447","275.05","523.786","0.586097","4.36105"
"GaiaDR2 478386","-13.1138","0.8352","","04:56:00.7478","-50:19:44.4935","24.701","-23.819","","523.771","0.5006","4.06414"
"GaiaDR2 499824","-16.3565","1.1441","","00:12:48.6899","-38:37:29.0746","16.677","-30.898","-139.84","520.538","0.558498","4.44142"
"Gaia-T-ES4","-17.6732","1.2526","","22:47:40.3178","-55:37:31.6713","37.547","-15.275","-38.22","518.821","0.647395","3.29769"
"LAMOST-HVS2","-16.7449","-0.2924,-0.41299","B2","16:20:20.77,16:20:20.7634","+37:47:39.9,+37:47:39.9774","-2.563","-0.924","341.1","516.086","0.0745142","20.8931"
"m176","-13.3764","1.8919","","18:00:13.08,18:00:13.0733","-27:15:39.1,-27:15:39.1757","8.08","4.41","-372","515.316","0.999183","7.33904"
"GaiaDR2 401508","-15.4681","0.43347","","12:21:53.8624","+31:04:46.0485","-62.98","-6.651","","514.287","0.587597","2.08794"
"GaiaDR2 583501","-16.9899","1.6987","","16:18:04.7496","-58:19:43.3498","-16.309","-13.739","106.78","510.347","0.710293","7.18352"
"GaiaDR2 374146","-15.823","0.7135,2.34822","","13:34:14.2891","+14:00:12.4637","-29.002","4.305","-55.38","508.927","0.622496","4.19577"
"Gaia-T-ES19","-14.88","1.1079,0.74780","","21:49:48.5961","+10:48:42.9045","-58.048","-11.483","-271.83","508.905","0.667094","1.66753"
"HD271791","-19.4379","-0.2477","B2, B3","06:02:27.88,06:02:27.8774","-66:47:28.68,-66:47:28.6227","-1","6.2","441","506.941","0.273808","20.4446"
"Gaia-T-ES21","-17.4038","1.9623","","13:28:23.8454","-60:35:16.6819","-27.719","26.91","380.53","506.805","0.744892","2.9302"
"HVS7","-15.6439","-0.1081,-0.31895","B, B7, A, A0","11:33:12.12,11:33:12.1224","+01:08:24.9,+01:08:24.5,+01:08:24.87,+01:08:24.842","1","-0.55","524,526.9,517.95","504.696","0.0108163","48.2,47.5414"
"GaiaDR2 390588","-15.0453","1.0143,0.62779","","12:05:00.9375","+09:27:20.5313","-35.878","-52.224","149.72","504.076","0.613296","2.45004"
"HVS12","-13.77","-0.0036,-0.24175","A, A0","10:50:09.59,10:50:09.6,10:50:09.5976","+03:15:50.67,+03:15:50.7,+03:15:50.6164","-0.4","0.31","552.2,545,503.21","501.399","0.0116163","51.7"
"Gaia-T-ES10","-15.231","1.0504","","19:57:08.1123","+55:29:49.051","27.848","-5.483","-343.94","501.292","0.652895","3.29884"
"HVS8","-14.7658","-0.0804,-0.28501","B, B9, A","09:42:14.04,09:42:14.03,09:42:14.0364","+20:03:22.1,+20:03:22.07,+20:03:22.0443","-0.82","-0.04","499.6,499.3","499.637","0.0259158","37.2,36.386"
"Gaia-T-ES7","-15.8093","1.1052","","22:12:27.2198","-68:10:06.9457","-18.709","-6.567","-8.16","498.069","0.778691","4.74342"
"Gaia-T-ES5","-17.5991","1.5857","","07:08:47.7994","-76:13:09.6041","12.169","35.917","159.87","497.749","0.708093","3.41969"
"Gaia-T-ES25","-18.8693","2.2211,-1.373317","","02:15:00.1417","+12:14:24.3136","61.029","45.177","-166.06","494.824","0.695393","1.25404"
"GaiaDR2 196485","-16.9592","1.4493","","21:18:36.9133","+38:14:04.3219","10.716","10.553","-150.97","494.484","0.612096","6.54871"
"Gaia-T-ES16","-16.0994","1.1027","","11:33:40.2943","-85:06:06.0067","-48.487","1.248","171.15","493.326","0.81059","2.57046"
"GaiaDR2 143619","-16.5436","1.1222,1.33972","","17:47:28.6788","+61:18:52.8535","10.685","-9.426","-213.28","490.734","0.629496","5.68848"
"MoniBidin390","-17.218","-0.2187","","06:59:57.946","-66:18:27.6298","2.182","1.129","284","490.387","0.102013","50.12"
"GaiaDR2 583968","-15.9241","1.8704","","13:57:44.9058","-72:08:58.7576","-22.745","-3.175","175.38","490.134","0.704393","6.01347"
"RAVEJ154401.1-162451","-16.6184","1.4797,2.20890","","15:44:01.1,15:44:01.0575","-16:24:51,-16:24:51.4804","2.6","3.8","-403.2,-403.21","489.776","0.992784","5.32041"
"HVS24","-14.7261","-0.1242,-0.27945","A, B","11:11:36.44,11:11:36.4438","+00:58:56.44,+00:58:56.4248","0.301","-0.408","496,492.5","487.445","0.111113","55.4498"
"HVS17","-15.9838","-0.1608,-0.38401","B","16:41:56.39,16:41:56.3868","+47:23:46.12,+47:23:46.0556","-1.034","-1.065","246,250.2","487.375","0.0145162","48.8789"
"Gaia-T-ES13","-15.4424","0.8705,0.48556","G0","13:38:40.5711","+48:09:23.5205","-58.703","8.383","-83.59,-82.743,-69.73","485.224","0.748792","2.07296"
"GaiaDR2 665655","-16.5832","1.1736","","19:05:55.4139","-52:40:45.4074","2.308","-18.825","-85.25","484.506","0.79299","7.43026"
"Gaia-T-ES6","-14.9703","1.0866,2.15899","","12:51:03.4088","+04:56:27.9143","15.037","-32.292","88.65","483.109","0.742692","3.2227"
"GaiaDR2 607502","-14.2219","1.0729","","12:53:09.058","-52:41:43.4116","-113.448","3.825","","482.345","0.730292","1.15996"
"GaiaDR2 584699","-16.2118","1.6279","","14:04:21.5478","-69:20:42.412","-16.202","-2.69","31.43","479.548","0.711493","7.95712"
"Gaia-T-ES12","-15.0958","0.8497","","22:44:56.3899","-67:57:53.5816","0.322","-46.029","-11.46","479.142","0.80749","3.04301"
"Gaia-T-ES20","-15.3527","1.1291","","01:56:52.6403","+36:39:56.917","-4.089","-62.433","-120.65","479.05","0.725592","1.88209"
"GaiaDR2 583161","-17.8796","1.9041","","16:29:48.5712,16:29:48.5702","-59:58:02.568,-59:58:02.5858","4.405","1.532","258.29","479.023","0.768991","11.4943"
"GaiaDR2 643159","-17.0722","1.2831","","18:18:45.1013","-70:14:57.5627","4.551","4.974","259.08","478.507","0.882987","7.77714"
"GaiaDR2 660161","-16.555","1.2058","","22:26:20.1829","-32:09:07.0005","18.823","-11.003","-137.47","476.711","0.763691","5.87865"
"GaiaDR2 211230","-16.4578","1.0412","","18:11:34.673","+39:53:23.2867","-21.916","-12.599","-107.02","471.834","0.781591","4.87305"
"Gaia-T-ES11","-14.8308","1.2421,2.14194","","08:39:11.765","+62:30:04.5766","-33.08","-41.029","73.92","468.06","0.767391","2.34577"
"Gaia-T-ES28","-15.3782","1.2217,1.17086","","00:00:21.9748","+25:19:21.3251","85.248","-31.197","-303.49","467.338","0.79319","1.39866"
"SDSSJ144846.9+614802.3","-3.8541","2.7541,1.75662","M5, M2","14:48:46.9,14:48:47.2132","+61:48:02.3,+61:47:47.4165","154","-973","-104,-133.52","466.137","0.972584","0.102053"
"Gaia-T-ES29","-15.1146","1.1781","","17:55:43.7178","-77:31:45.9661","-4.894","-36.588","27.84","465.455","0.869888","3.47611"
"GaiaDR2 652461","-15.0739","1.0360","","23:45:04.9369","-49:12:15.1902","23.698","-11.048","","461.741","0.769691","5.09364"
"Gaia-T-ES23","-14.8528","1.0221","","03:02:00.1239","-52:22:28.5374","56.167","-3.867","25.35","461.368","0.887387","2.28382"
"HVS10","-14.2489","0.0130,-0.28365","B, B9, A","12:03:37.85,12:03:37.86,12:03:37.8537","+18:02:50.4,+18:02:50.35,+18:02:50.3697","-1.07","-0.58","462,467.9,456.43","460.87","0.0410153","54.2,51.7955"
"B733","-14.2","-0.0681,-0.29950","B, A1","14:49:55.58,14:49:55.5747","+31:03:51.3,+31:03:51.4,+31:03:51.3123","-1.77","-3.71","348.8,350.8","460.399","0.914286","9.9"
"mpHVS11","-10.2247","0.8549,0.38055","F","12:48:14.84,12:48:14.8254","+28:40:10.2,+28:40:10.1271","-20.48","-16.9","361,342.62","458.308","0.932186","4.25747"
"mpHVS8","-10.7892","0.7046,0.28182","F","12:11:12.12,12:11:12.1126","+40:20:29.5,+40:20:29.3069","-14.12","-14.78","340,334.16","457.461","0.835289","5.65097"
"2MASS17464606-3937523","-16.9359","2.1352","M","17:46:46.06,17:46:46.0604","-39:37:52.3,-39:37:52.5069","-5.521","-8.166","447","457.361","0.78509","7.20337"
"SDSSJ112255.77-094734.92","-15.2758","-0.0656,-0.29017","A, B","11:22:55.77,11:22:55.7754","-09:47:34.92,-09:47:34.8878","-2.321","-0.157","482,482","454.619","0.239809","35.8837"
"SDSSJ154806.92+093423.93","-14.8663","0.0315,-0.27094","A, B","15:48:06.92,15:48:06.9276","+09:34:23.93,+09:34:23.8864","-1.326","-0.974","206,215.1","453.476","0.393104","60.8415"
"GaiaDR2 439539","-17.1113","1.4714,0.28171","","17:15:00.0216,17:15:00.0219","+08:43:53.22,+08:43:53.2103","-9.911","4.848","24.36","450.947","0.886287","7.9552"
"B485","-16.44","-0.2293,-0.36102","B, A0, K7","10:10:18.82,10:10:18.8236","+30:20:28.1,+30:20:28.1674","-1.66","-1.15","408.1,422.9,424.45,404.99","449.709","0.0839139","33.3"
"Gaia-T-ES27","-16.9114","1.1170,0.72658","G3","17:01:08.8623","+46:25:56.3627","-7.158","-30.346","-34.16,-42.271","449.702","0.927486","3.34534"
"TYC 7111-718-1","-15.4197","1.1844","","07:20:22.5356,07:20:22.6467","-33:58:51.891,-33:58:52.0008","90.17","-7.739","76.7,76.31","448.786","0.980684","1.14077"
"SDSSJ074950.24+243841.2","-15.9353","0.0390,-0.23330","A, B, B8","07:49:50.24,07:49:50.2371","+24:38:41.16,+24:38:41.2,+24:38:41.1638","0.475","-0.487","361,352","448.438","0.300307","82.992"
"Li18","-12.129","0.6972,0.28866","F, G, K, F5","13:07:44.34,13:07:44.3334","-00:44:49.5,-00:44:49.4834","-9.72","11.48","14,2.6981","447.617","0.782291","6.28225"
"Gaia-T-ES24","-15.6185","1.1452","","11:27:02.2554","-49:20:09.4271","-21.064","10.735","333.77","446.535","0.842489","4.57002"
"Gaia-T-ES26","-16.3637","1.1400","","18:07:53.0191","+70:12:48.2548","-24.833","21.278","14.6","445.062","0.911586","3.22772"
"Li5","-10.5811","0.7106,0.29680","F, G, K, F3","13:05:48.65,13:05:48.6302","+28:24:10.7,+28:24:10.3008","-21.49","-37.11","114,101.93","443.93","0.738792","3.31424"
"GaiaDR2 210651","-17.2511","1.3450","G8","19:01:56.2596","+45:58:17.9645","3.298","13.166","-212.12,-223.94","442.133","0.886887","6.14511"
"SDSSJ125135.7+581841.7","-6.57103","1.9400,1.46973","M1, M0","12:51:35.7,12:51:35.4748","+58:18:41.7,+58:18:40.8638","-151","-60","12,-7.6231","441.102","0.78849","0.805835"
"mpHVS7","-11.181","0.6892,0.27935","F","12:32:37.34,12:32:37.3422","+16:55:26.9,+16:55:26.8059","7.94","-7.52","396,383.73","440.192","0.967584","6.03256"
"RAVEJ155304.7-060620","-15.2564","1.3200","","15:53:04.7,15:53:04.6893","-06:06:20,-06:06:19.2338","-28","26.9","-317.9,-318.45","439.134","0.998383","1.31023"
"Gaia-T-ES30","-15.3247","1.0929","","03:45:02.4024","-31:09:23.2822","5.131","-29.087","-174.3","434.448","0.957785","3.17029"
"Gaia-T-ES9","-17.874","1.3328,1.01556","","15:37:26.7873","+55:09:44.0406","-31.366","3.521","-168.7","433.207","0.909886","3.86359"
