"Name","Mmax","Color","Spec. Type","R.A.","Dec.","R.A.'","Dec.'","vâ˜‰","vgal","Pbound","dL (kpc)"
"SDSSJ075101.46+375539.93","-11.3384","0.8183,0.27000","F, G, K, M, F2","07:51:01.46,07:51:01.4623","+37:55:39.93,+37:55:39.9209","0.199","-0.491","44.557","230.84","0.999483","8.83286"
"SDSSJ164601.29+205702.81","-10.0391","1.0814,0.59053","F, G, K, M, G8","16:46:01.29,16:46:01.2981","+20:57:02.81,+20:57:02.8204","1.469","-2.457","-37.556","230.665","0.999683","5.44616"
"SDSSJ093750.49+520739.33","-11.0037","0.7442,0.33713","F, G, K, M, F9","09:37:50.49,09:37:50.4938","+52:07:39.33,+52:07:39.2955","2.13","-1.455","-53.921","230.598","0.999583","3.70608"
"SDSSJ000727.58+260741.33","-8.25198","0.9350,0.56747","F, G, K, M, G8","00:07:27.58,00:07:27.5805","+26:07:41.33,+26:07:41.3203","-1.143","-5.646","-11.469","230.506","0.999683","1.58662"
"SDSSJ023431.41+284438.98","-10.1622","1.0200,0.47933","F, G, K, M","02:34:31.41,02:34:31.4201","+28:44:38.98,+28:44:38.9878","-0.4","-0.662","-57.72","230.457","0.999683","6.52772"
"Li13","-11.8","0.7521,0.37876","F, G, K, F0","06:39:34.38,06:39:34.3861","+28:09:12.8,+28:09:13.0744","0.11","15.04","15,-23.813","230.315","0.999683","5.5"
"SDSSJ064531.12+275042.42","-9.76421","1.0593,0.6037","F, G, K, M, G0","06:45:31.12,06:45:31.1252","+27:50:42.42,+27:50:42.4193","-0.001","-1.373","10.058","230.142","0.999683","3.27343"
"GaiaDR2 548946","-17.0563","1.9424","","07:50:32.5333","-53:24:01.2853","-0.908","4.537","129.16","229.995","0.999283","9.19852"
"SDSSJ112847.51+653746.44","-10.5605","0.8589,0.45712","F, G, K, M, G5","11:28:47.51,11:28:47.4956","+65:37:46.44,+65:37:46.4564","-3.988","-1.163","39.248","229.797","0.998683","6.89346"
"SDSSJ124043.01+671034.68","-4.92147","-0.2883","","12:40:43.01,12:40:42.964","+67:10:34.68,+67:10:34.4461","-180","-90","","229.474","0.999882","0.421031"
"SDSSJ072944.56+382459.95","-10.7953","0.8868,0.50140","F, G, K, M, G0","07:29:44.56,07:29:44.565","+38:24:59.95,+38:24:59.9042","-1.935","-4.883","151.51","229.406","0.999583","4.43895"
"SDSSJ065138.67+365934.81","-10.4351","0.8888,0.44301","F, G, K, M, G1","06:51:38.67,06:51:38.6672","+36:59:34.81,+36:59:34.759","0.416","-0.982","-11.371","229.321","0.999683","4.47964"
"SDSSJ001706.67+340346.40","-10.498","0.7761,0.3658","F, G, K, M","00:17:06.67,00:17:06.6594","+34:03:46.4,+34:03:46.3583","-2.762","-1.34","-53.614","229.293","0.999683","2.62864"
"SDSSJ082410.12+301833.52","-10.9422","0.8386,0.36594","F, G, K, M","08:24:10.12,08:24:10.1192","+30:18:33.52,+30:18:33.5067","-0.204","-0.884","-19.12","229.104","0.999583","7.0271"
"SDSSJ070025.61+300628.50","-10.5073","0.9056,0.54225","F, G, K, M, G5","07:00:25.61,07:00:25.6142","+30:06:28.5,+30:06:28.453","-0.879","-1.397","51.532","228.747","0.999583","4.4431"
"SDSSJ070132.92+124539.10","-10.5765","0.9097,0.45935","F, G, K, M, G0","07:01:32.92,07:01:32.9255","+12:45:39.1,+12:45:39.1395","-1.173","-1.16","29.042","228.38","0.999683","6.21723"
"SDSSJ010757.52+464259.66","-10.6594","0.8124,0.39864","F, G, K, M","01:07:57.52,01:07:57.5211","+46:42:59.66,+46:42:59.6341","-1.62","0.066","-118.29","228.347","0.998483","6.76412"
"SDSSJ085508.04+031505.41","-10.9442","0.7174,0.24484","F, G, K, M, M1","08:55:08.04,08:55:08.0318","+03:15:05.41,+03:15:05.3827","0.845","-0.661","54.698","228.304","0.976384","13.4741"
"SDSSJ070533.27+393721.42","-10.6492","0.7487,0.33165","F, G, K, M","07:05:33.27,07:05:33.2712","+39:37:21.42,+39:37:21.441","1.03","-0.892","-54.862","227.805","0.999483","5.52223"
"SDSSJ011935.66+010127.60","-10.3738","1.0473,0.52612","F, G, K, M, G8","01:19:35.66,01:19:35.6656","+01:01:27.6,+01:01:27.5827","3.803","0.229","31.18","227.413","0.999683","5.18821"
"SDSSJ092843.92+220642.44","-9.85919","0.9823,0.57164","F, G, K, M, G8","09:28:43.92,09:28:43.921","+22:06:42.44,+22:06:42.4164","-1.617","-1.476","-8.7137","226.996","0.999782","4.2077"
"SDSSJ183614.43+214528.91","-9.85536","1.2441,-0.08844","F, G, K, M, G9","18:36:14.43,18:36:14.4455","+21:45:28.91,+21:45:28.7695","-2.587","-4.329","14.443","226.843","0.999683","4.60572"
"SDSSJ081932.03+001947.36","-10.1838","0.65442","F, G, K, M, F9","08:19:32.03,08:19:32.0325","+00:19:47.36,+00:19:47.2562","0.813","-1.504","-7.5038","226.706","0.999782","6.09621"
"GaiaDR2 530401","-17.8762","2.0295","","09:10:44.6378","-56:44:10.2643","-2.551","2.712","122.46","226.14","0.993184","12.5852"
"SDSSJ064716.52+284807.14","-11.3914","0.8972,0.49308","F, G, K, M, G0","06:47:16.52,06:47:16.529","+28:48:07.14,+28:48:07.143","-1.13","-2.6","-7.2031","225.662","0.999583","2.98142"
"SDSSJ072836.28+343351.93","-10.8334","0.8336,0.46130","F, G, K, M, K0","07:28:36.28,07:28:36.2885","+34:33:51.93,+34:33:51.8991","0.196","-0.831","-12.021","225.646","0.999683","7.81735"
"SDSSJ073849.89+415907.92","-10.4584","1.0097,0.57245","F, G, K, M, K0","07:38:49.89,07:38:49.8912","+41:59:07.92,+41:59:08.015","3.461","-1.821","-37.88","225.604","0.999583","2.58116"
"GaiaDR2 530391","-17.4141","1.9009","","09:03:31.2198","-57:26:01.8146","-2.298","2.572","108.09","225.57","0.998083","12.8068"
"SDSSJ061841.20+644628.63","-9.68173","1.2475,0.79651","F, G, K, M, K0","06:18:41.2,06:18:41.2071","+64:46:28.63,+64:46:28.6389","0.465","0.008","-67.705","225.292","0.999583","3.63517"
"SDSSJ082225.17+334430.61","-10.5298","0.8580,0.45232","F, G, K, M, G1","08:22:25.17,08:22:25.1646","+33:44:30.61,+33:44:30.6515","-1.175","-1.198","32.328","224.732","0.999583","4.96835"
"SDSSJ074722.67+283724.79","-10.1311","1.0066,0.68388","F, G, K, M, K0","07:47:22.67,07:47:22.6669","+28:37:24.79,+28:37:24.7261","-1.384","-1.456","39.297","224.26","0.999782","4.63932"
"SDSSJ003650.58+065828.59","-10.4884","0.9999,0.57032","F, G, K, M, G5","00:36:50.58,00:36:50.5929","+06:58:28.59,+06:58:28.6065","3.504","-5.234","28.603","224.079","0.999782","1.73687"
"SDSSJ070432.74+284331.30","-10.7677","0.5830,0.32260","F, G, K, M, F6","07:04:32.74,07:04:32.7359","+28:43:31.3,+28:43:31.3625","0.069","-0.709","27.392","223.737","0.999483","7.86929"
"SDSSJ110316.01+380029.06","-9.59227","1.1022,0.69658","F, G, K, M, K1","11:03:16.01,11:03:16.0065","+38:00:29.06,+38:00:29.1021","-6.412","-2.217","-18.763","223.353","0.999782","1.50844"
"SDSSJ074317.75+191459.14","-9.92613","0.8612,0.55126","F, G, K, M, G8","07:43:17.75,07:43:17.7509","+19:14:59.14,+19:14:59.1106","-1.047","-0.958","62.672","223.237","0.999782","6.07469"
"Pal14","-10.1819","0.9167,0.54002","F, G, K, M, G0","22:59:12.13,22:59:12.1268","+07:43:56.53,+07:43:56.5,+07:43:56.5266","-0.9","-1.3","-97.8,-112.71","222.922","0.997883","5.32902"
"SDSSJ072331.00+374628.22","-10.8494","0.9807,0.36133","F, G, K, M, F8","07:23:31,07:23:31.0113","+37:46:28.22,+37:46:28.228","0.601","-0.683","-26.054","222.893","0.991584","10.676"
"SDSSJ064443.12+274626.59","-10.2751","0.8643,0.51064","F, G, K, M, G0","06:44:43.12,06:44:43.1228","+27:46:26.59,+27:46:26.5857","0.332","-1.223","7.8213","222.815","0.999683","4.4386"
"SDSSJ075408.99+191118.42","-10.0319","1.0309,0.58267","F, G, K, M, K0","07:54:08.99,07:54:08.989","+19:11:18.42,+19:11:18.3898","0.092","-0.956","10.933","222.451","0.999782","6.29039"
"SDSSJ003030.11+142549.36","-10.0344","0.9656,0.54034","F, G, K, M, G1","00:30:30.11,00:30:30.115","+14:25:49.36,+14:25:49.3268","-0.154","-0.665","-43.843","222.29","0.999683","3.99098"
"SDSSJ091949.61-000413.6","-2.869","3.9677,1.63145","M7, M2","09:19:49.61,09:19:49.6776","-00:04:13.6,-00:04:15.7019","185.1","-159.8","-50.7,-2.3777","222.084","0.999782","0.0724"
"BD+09 3223","-15.4198","0.9484,0.532897","","16:33:35.5816,16:33:35.5473","+09:06:16.307,+09:06:14.6568","-32.774","-106.519","67.3,67.78","221.773","0.999782","0.602816"
"SDSSJ082648.83+362414.55","-10.7729","0.7806,0.37144","F, G, K, M, F8","08:26:48.83,08:26:48.8292","+36:24:14.55,+36:24:14.5756","1.157","-1.542","-9.8958","221.558","0.999782","4.04363"
"SDSSJ063344.83+274319.62","-8.74862","1.2581,0.70372","F, G, K, M, G3","06:33:44.83,06:33:44.8309","+27:43:19.62,+27:43:19.6","-0.302","-3.095","61.074","221.097","0.999782","2.3112"
"SDSSJ012336.43+393656.01","-8.29512","1.0058,0.73332","F, G, K, M, K2","01:23:36.43,01:23:36.4213","+39:36:56.01,+39:36:55.9722","-2.248","-2.608","-66.378","220.449","0.999683","2.22399"
"SDSSJ070723.06+304340.66","-11.7075","0.7619,0.35482","F, G, K, M","07:07:23.06,07:07:23.055","+30:43:40.66,+30:43:40.6404","1.011","-1.155","10.638","220.227","0.999782","4.40259"
"SDSSJ073643.79+315016.42","-9.8496","1.1992,0.80791","F, G, K, M, K3","07:36:43.79,07:36:43.7947","+31:50:16.42,+31:50:16.3537","0.13","-3.688","-14.125","220.046","0.999782","1.99534"
"SDSSJ071539.69+391306.21","-10.82","0.8557,0.42787","F, G, K, M, F9","07:15:39.69,07:15:39.689","+39:13:06.21,+39:13:06.1635","1.267","-1.968","-75.644","219.99","0.999583","4.38741"
"SDSSJ070126.09+294925.06","-11.3551","0.8809,0.49188","F, G, K, M, G0, F9","07:01:26.09,07:01:26.0874","+29:49:25.06,+29:49:25.0416","0.556","-1.827","-11.392,-18.565","219.932","0.999782","3.86547"
"SDSSJ215946.78+004400.23","-9.98593","1.0572,0.64865","F, G, K, M, K1","21:59:46.78,21:59:46.777","+00:44:00.23,+00:44:00.12","-7.902","-6.39","-48.288","219.305","0.999782","2.71218"
"SDSSJ213616.03+745923.91","-10.1101","1.4156,0.92370","F, G, K, M, G5","21:36:16.03,21:36:16.0105","+74:59:23.91,+74:59:23.9306","-4.932","-0.826","-50.263","219.245","0.999782","1.56347"
"SDSSJ072334.82+403014.50","-10.9701","0.7681,0.33723","F, G, K, M","07:23:34.82,07:23:34.8232","+40:30:14.5,+40:30:14.5029","-1.128","-1.414","18.78","218.579","0.999283","8.48078"
"SDSSJ082249.67+461416.29","-11.1344","0.7904,0.31595","F, G, K, M, F5","08:22:49.67,08:22:49.671","+46:14:16.29,+46:14:16.2386","0.216","-0.791","12.706","218.269","0.999782","9.02247"
"SDSSJ065126.35+281237.57","-11.3124","0.8049,0.42045","F, G, K, M, F8","06:51:26.35,06:51:26.3506","+28:12:37.57,+28:12:37.5745","0.753","-0.83","10.899","218.243","0.999583","6.80469"
"SDSSJ203453.67+151745.02","-9.5185","1.0823,0.59580","F, G, K, M, K0","20:34:53.67,20:34:53.6698","+15:17:45.02,+15:17:44.937","-2.179","-2.28","-17.277","218.067","0.999782","5.15173"
"SDSSJ080536.09-065908.68","-8.52197","1.0585,0.59088","F, G, K, M, K0","08:05:36.09,08:05:36.0841","-06:59:08.68,-06:59:08.7465","-1.87","-0.998","46.217","215.56","0.999782","2.12079"
"SDSSJ070500.87+124738.14","-10.6584","0.8474,0.37532","F, G, K, M, F9","07:05:00.87,07:05:00.8733","+12:47:38.14,+12:47:38.1337","0.381","-0.795","57.046","214.748","0.999782","4.42489"
"SDSSJ005833.75+003508.71","-10.7721","0.8103,0.39830","F, G, K, M, F9","00:58:33.75,00:58:33.7422","+00:35:08.71,+00:35:08.6813","-1.452","-4.081","-33.066","214.37","0.999782","4.04221"
"SDSSJ173241.12+090358.50","-9.68368","0.9210,0.55262","F, G, K, M, G1","17:32:41.12,17:32:41.1138","+09:03:58.5,+09:03:58.377","-6.197","-9.208","41","214.063","0.994383","4.90882"
"SDSSJ203608.79+151728.35","-10.8094","1.0597,0.64244","F, G, K, M, K0","20:36:08.79,20:36:08.7902","+15:17:28.35,+15:17:28.2868","-4.443","-5.371","-40.161","213.356","0.999383","5.86362"
"GaiaDR2 207986","-17.4334","1.7771","","19:41:18.6917","+45:02:29.7908","-2.29","-4.337","-207.88","211.915","0.998483","10.5002"
"SDSSJ074335.68+220616.73","-10.8076","0.9649,0.53500","F, G, K, M, G8","07:43:35.68,07:43:35.679","+22:06:16.73,+22:06:16.7012","0.861","-2.278","11.825","211.764","0.999782","3.27856"
"SDSSJ045649.71-052107.43","-11.4214","0.7420,0.32789","F, G, K, M","04:56:49.71,04:56:49.7069","-05:21:07.43,-05:21:07.375","0.178","-1.199","42.523","211.566","0.999683","5.50237"
"SDSSJ075658.96+180737.83","-9.69376","1.1638,0.74503","F, G, K, M, K2","07:56:58.96,07:56:58.9569","+18:07:37.83,+18:07:37.8338","-3.148","-3.411","53.676","210.652","0.999782","2.21238"
"SDSSJ021739.93+000937.94","-9.34178","1.3676,0.94093","F, G, K, M, K5","02:17:39.93,02:17:39.9306","+00:09:37.94,+00:09:37.9834","1.198","-3.346","12.849","210.444","0.999782","2.92752"
"SDSSJ202021.64+140742.90","-10.7255","1.0742,0.56964","F, G, K, M, G5","20:20:21.64,20:20:21.6396","+14:07:42.9,+14:07:42.7898","-2.11","-6.837","-11.754","209.327","0.999383","5.12083"
"SDSSJ100636.50+451652.40","-10.6824","0.9221,0.48888","F, G, K, M, G8","10:06:36.5,10:06:36.4998","+45:16:52.4,+45:16:52.3936","-5.442","-2.519","-25.432","208.612","0.999583","5.45432"
"SDSSJ031208.74+423108.62","-10.2862","0.7614,0.64604","F, G, K, M, F8","03:12:08.74,03:12:08.7422","+42:31:08.62,+42:31:08.6194","0.538","-1.059","-61.948","208.523","0.999683","4.14427"
"SDSSJ075243.74+355306.45","-10.9943","0.8642,0.32852","F, G, K, M, F6","07:52:43.74,07:52:43.7362","+35:53:06.45,+35:53:06.4055","1.143","-1.005","30.485","207.371","0.999483","9.62338"
"SDSSJ072427.09+403554.18","-10.9986","0.8060,0.34762","F, G, K, M","07:24:27.09,07:24:27.091","+40:35:54.18,+40:35:54.1773","0.432","-1.311","-29.405","206.995","0.999683","7.48328"
"Pal1","-10.4196","1.0278,0.66395","F, G, K, M, K0","06:03:06.77,06:03:06.8069","+82:58:29.2,+82:58:29.1,+82:58:29.2156","3.961","1.975","-76,-85.325","206.929","0.999782","4.01907"
"SDSSJ080132.31+095111.59","-10.9623","0.7778,0.36434","F, G, K, M","08:01:32.31,08:01:32.3113","+09:51:11.59,+09:51:11.6321","0.837","-0.747","36.398","206.391","0.998783","11.5085"
"SDSSJ030012.05+061433.53","-9.63044","1.1962,0.68195","F, G, K, M, G5","03:00:12.05,03:00:12.0498","+06:14:33.53,+06:14:33.4383","0.375","-2.483","-11.748","206.008","0.999782","5.2765"
"SDSSJ010922.05+454520.81","-10.7518","0.8514,0.49096","F, G, K, M, F9","01:09:22.05,01:09:22.0543","+45:45:20.81,+45:45:20.8268","0.192","-1.208","-48.41","205.578","0.999782","6.26125"
"SDSSJ011957.58+243941.89","-9.77471","0.9851,0.57867","F, G, K, M, G5","01:19:57.58,01:19:57.581","+24:39:41.89,+24:39:41.8968","0.194","-2.723","-28.034","205.383","0.999782","5.31132"
"SDSSJ062625.69+270008.36","-9.22223","1.0023,0.77287","F, G, K, M, G5","06:26:25.69,06:26:25.6898","+27:00:08.36,+27:00:08.3343","0.787","-2.649","17.504","205.219","0.999782","3.42464"
"SDSSJ070442.41+122720.32","-10.9734","0.8434,0.45569","F, G, K, M, G0","07:04:42.41,07:04:42.4119","+12:27:20.32,+12:27:20.3012","0.19","-1.895","59.713","204.358","0.999782","3.2125"
"SDSSJ071351.68+392946.37","-9.61368","0.6700,0.52408","F, G, K, M, G5","07:13:51.68,07:13:51.6754","+39:29:46.37,+39:29:46.3272","-1.699","-3.539","51.664","204.157","0.999683","5.7414"
"SDSSJ070555.14+133525.75","-10.7904","0.7443,0.29883","F, G, K, M","07:05:55.14,07:05:55.1324","+13:35:25.75,+13:35:25.7144","-0.374","-1.26","88.185","203.971","0.999782","5.44928"
"SDSSJ030053.81+344528.81","-9.97509","1.0837,0.60817","F, G, K, M, F9","03:00:53.81,03:00:53.8114","+34:45:28.81,+34:45:28.8349","0.624","-2.123","-23.508","203.59","0.999782","5.23931"
"SDSSJ073123.11+161628.13","-9.4979","0.7597,0.66992","F, G, K, M, K0","07:31:23.11,07:31:23.1125","+16:16:28.13,+16:16:28.1199","2.401","-2.092","23.974","203.29","0.999782","3.59548"
"SDSSJ082324.46+160507.22","-10.6462","0.8590,0.42767","F, G, K, M, G1","08:23:24.46,08:23:24.4619","+16:05:07.22,+16:05:07.1838","0.186","-3.721","-45.657","203.133","0.999683","6.01908"
"GaiaDR2 405736","-11.7329","","","17:54:00.1027","-28:42:27.7697","-3.065","-3.058","","198.006","0.999882","2.78436"
"SDSSJ074344.91+182640.94","-10.9118","0.6490,0.31176","F, G, K, M","07:43:44.91,07:43:44.9058","+18:26:40.94,+18:26:40.9155","-0.896","-1.671","22.627","197.598","0.998783","11.6124"
"Li3","-11.7375","0.5911,0.21286","F, G, K","13:24:22.3,13:24:22.2892","+31:28:41.6,+31:28:41.3905","-24.35","-27.53","-23","195.671","0.996183","2.67688"
"SDSSJ233657.12-002138.79","-11.6659","0.7990,0.38052","F, G, K, M, F7","23:36:57.12,23:36:57.1243","-00:21:38.79,-00:21:38.9949","0.067","-13.97","-218.48","195.305","0.986484","4.44016"
"SDSSJ065412.40+292304.90","-10.2952","1.0391,0.59192","F, G, K, M, G5","06:54:12.4,06:54:12.3999","+29:23:04.9,+29:23:04.9035","0.723","-3.205","-5.6074","195.181","0.999782","3.74306"
"SDSSJ082552.41-000847.20","-11.1158","0.7942,0.30603","F, G, K, M, F5","08:25:52.41,08:25:52.4143","-00:08:47.2,-00:08:47.2379","-1.28","-0.731","96.575","194.884","0.996183","10.5118"
"GaiaDR2 210180","-17.3937","1.8954","","19:22:14.4882","+41:36:30.1696","-2.318","-3.927","-111.1","192.324","0.999683","9.18746"
"SDSSJ075209.71+273214.34","-10.9321","0.7209,0.28468","F, G, K, M, G0","07:52:09.71,07:52:09.7093","+27:32:14.34,+27:32:14.3473","-0.118","-1.935","2.9423","184.361","0.999782","8.60663"
"SDSSJ201903.50+605636.89","-9.76745","1.0689,0.52903","F, G, K, M, F8","20:19:03.5,20:19:03.5006","+60:56:36.89,+60:56:36.8509","-1.495","-4.153","-133.52","180.191","0.999683","4.28252"
"GaiaDR2 406304","-9.52382","","","18:06:51.0883","-27:18:16.3057","-3.749","-3.545","","177.368","0.999683","4.06408"
"GaiaDR2 406509","-12.3786","","","18:16:31.9556","-25:27:33.8448","-1.162","-9.532","","176.486","0.974284","7.76439"
"SDSSJ192601.70+383506.80","-10.9107","0.8616,0.49294","F, G, K, M, G0","19:26:01.7,19:26:01.6992","+38:35:06.8,+38:35:06.6621","-2.756","-5.161","-104.61","171.15","0.999782","5.86705"
"SDSSJ220348.52-010128.84","-8.91553","1.3427,0.87172","F, G, K, M, K5","22:03:48.52,22:03:48.5364","-01:01:28.84,-01:01:28.8234","","","10.394","168.967","0.999977","1.40986"
"GaiaDR2 593217","-13.4957","0.9875","","16:16:28.344,16:16:28.3439","-54:26:25.62,-54:26:25.6287","-2.676","-4.991","","166.688","0.999977","2.20417"
"SDSSJ232939.29+493558.21","-9.21378","0.8959,0.48020","F, G, K, M, F8","23:29:39.29,23:29:39.2832","+49:35:58.21,+49:35:58.2994","","","-64.577","161.58","0.999977","2.41476"
"GaiaDR2 412150","-11.0073","1.2656","","17:34:36.4612","-19:53:21.768","-6.253","-4.801","","156.813","0.987784","7.83137"
"SDSSJ110404.21+021650.31","-10.9234","0.9794,0.58083","F, G, K, M, G8","11:04:04.21,11:04:04.2018","+02:16:50.31,+02:16:50.3318","-4.655","-3.139","176.09","152.596","0.994283","7.74581"
"GaiaDR2 411975","-10.7513","1.7021","","17:41:19.3969","-20:05:15.8397","-1.271","-7.077","","146.571","0.996383","6.11725"
"GaiaDR2 182093","-14.8302","1.708","","19:45:33.4534","+17:12:50.4788","-2.329","-7.408","","139.553","0.997483","7.52335"
"SDSSJ112714.55-005301.33","-10.485","0.9282,0.58642","F, G, K, M, K0","11:27:14.55,11:27:14.5445","-00:53:01.33,-00:53:01.4244","-4.686","-2.537","166.41","138.311","0.999683","6.596"
"SDSSJ104558.18-004855.54","-11.2457","1.1258,0.56338","F, G, K, M, G8","10:45:58.18,10:45:58.1719","-00:48:55.54,-00:48:55.5525","-3.773","-3.114","111.38","134.035","0.996283","8.58149"
"SDSSJ123436.68-000558.61","-9.94451","0.9489,0.5133","F, G, K, M, G8","12:34:36.68,12:34:36.6777","-00:05:58.61,-00:05:58.7176","-6.874","-5.584","26.2","133.043","0.998983","5.31082"
"SDSSJ173132.55+352937.44","-10.4659","0.8164,0.45921","F, G, K, M, G1","17:31:32.55,17:31:32.5449","+35:29:37.44,+35:29:37.4108","-4.239","-6.875","-254.76","131.436","0.995383","5.51388"
"SDSSJ005352.32-010539.37","-10.2578","0.8060,0.35972","F, G, K, M, G0","00:53:52.32,00:53:52.3244","-01:05:39.37,-01:05:39.3654","5.08","-3.726","-24.749","129.545","0.999383","5.91353"
"Pal18","-9.84266","1.0304,0.53732","G, K, G7","16:59:56.02,16:59:56.0266","+39:24:14.9,+39:24:14.8443","1.8","-28.6","-205.1,-216.55","122.486","0.998583","4.95193"
"SDSSJ100054.80+004357.35","-10.1718","0.9121,0.47447","F, G, K, M, G0","10:00:54.8,10:00:54.8008","+00:43:57.35,+00:43:57.2565","","","40.711","118.608","0.999977","7.92048"
"SDSSJ104613.69-002513.53","-10.5017","0.6627,0.37648","F, G, K, M","10:46:13.69,10:46:13.6908","-00:25:13.53,-00:25:13.6389","-1.721","-2.877","190.81","116.251","0.998483","8.03048"
"GaiaDR2 406294","-12.7773","1.6442","","18:05:26.8678","-27:30:30.0133","-2.326","-3.401","","114.238","0.999977","7.97719"
"SDSSJ103026.65+080707.69","-10.018","0.9752,0.50752","F, G, K, M, G5","10:30:26.65,10:30:26.6446","+08:07:07.69,+08:07:07.6062","-2.386","-7.757","195.3","108.651","0.999483","4.80665"
"SDSSJ092504.84+190140.91","-10.589","0.8341,0.41907","F, G, K, M, G0","09:25:04.84,09:25:04.8412","+19:01:40.91,+19:01:40.9423","","","-9.1041","107.409","0.999977","5.80872"
"SDSSJ131238.82+393312.13","-9.83292","0.8582,0.52952","F, G, K, M, G5","13:12:38.82,13:12:38.8226","+39:33:12.13,+39:33:12.0638","-4.458","-4.363","-94.458","107.315","0.997983","6.96508"
"GaiaDR2 405247","-13.3774","1.5326","","18:12:21.8677","-27:29:27.5903","-1.965","-6.366","","106.276","0.995883","8.12595"
"SDSSJ033730.09+002025.04","-9.77053","1.0212,0.50771","F, G, K, M","03:37:30.09,03:37:30.0899","+00:20:25.04,+00:20:24.9701","7.9","-7.594","28.299","105.797","0.991084","5.18035"
"SDSSJ012925.63-005902.43","-10.5384","0.8554,0.46443","F, G, K, M, G6","01:29:25.63,01:29:25.636","-00:59:02.43,-00:59:02.5777","7.113","-10.087","-80.397","92.7942","0.997083","4.63353"
"SDSSJ131425.40+415004.09","-10.7006","0.8968,0.48074","F, G, K, M, G8","13:14:25.4,13:14:25.3945","+41:50:04.09,+41:50:03.9836","-6.598","-6.763","-109.6","92.1164","0.999683","5.55122"
"SDSSJ093913.73+382905.11","-9.82637","0.9491,0.51131","F, G, K, M, G5","09:39:13.73,09:39:13.736","+38:29:05.11,+38:29:05.0286","-0.884","-11.511","24.998","90.5228","0.998883","3.7107"
"TYC 3330-120-1","-11.78","0.42752","","03:46:50.5167","+48:32:14.775","","","-24.12","89.2163","0.999977","0.571"
"SDSSJ160720.20+372933.41","-11.2757","0.7859,0.35512","F, G, K, M, F9","16:07:20.2,16:07:20.1867","+37:29:33.41,+37:29:33.3442","-2.863","-2.419","-154.94","79.4873","0.999782","9.62947"
"SDSSJ092426.67+230304.36","-9.6583","1.2252,0.57086","F, G, K, M, K0","09:24:26.67,09:24:26.6622","+23:03:04.36,+23:03:04.4197","","","11.929","69.3988","0.999977","5.034"
"SDSSJ205316.53-010616.55","-10.1902","0.48343","F, G, K, M, M2","20:53:16.53,20:53:16.4805","-01:06:16.55,-01:06:16.5464","","","-100.12","64.7818","0.999977","5.0151"
"SDSSJ070657.47+122724.97","-10.3834","0.8657,0.41289","F, G, K, M, G0","07:06:57.47,07:06:57.4676","+12:27:24.97,+12:27:24.9305","","","44.072","63.4667","0.999977","3.11054"
"SDSSJ105300.43-002548.41","-9.4468","1.1274,0.60596","F, G, K, M, G5","10:53:00.43,10:53:00.4311","-00:25:48.41,-00:25:48.4405","","","182.84","34.6312","0.999977","4.65144"
"SDSSJ092625.59+200758.80","-10.3848","0.8669,0.42239","F, G, K, M, G2","09:26:25.59,09:26:25.585","+20:07:58.8,+20:07:58.755","","","63.632","29.7482","0.999977","5.04902"
"GaiaDR2 405070","","","","18:13:52.1603","-28:01:48.8664","","","","","",""
"GaiaDR2 405075","","","","18:10:42.9763","-28:36:30.8372","","","","","",""
"GaiaDR2 406327","","","","18:07:41.9931","-26:46:19.5188","","","","","",""
"GaiaDR2 406895","","1.7811","","17:46:29.7474","-22:46:06.8207","","","","","",""
"GaiaDR2 411967","","","","17:43:25.6482","-20:35:59.0011","","","","","",""
"J0905+2510","","0.3343,-0.06326","K1","09:05:35.5491","+25:10:11.3138","","","340.43","","",""
"J1825-3757","","","","18:25:22.3313","-37:57:22.632","","","-47","","",""
"TYC 1071-404-1","","0.54621","","20:00:33.716","+09:21:12.77","","","-267.12","","",""
"TYC 2348-333-1","","","F4","03:10:04.4863","+34:50:51.187","","","205.26,212.55","","",""
"TYC 49-1326-1","","3.03335","","02:37:12.8561","+03:48:30.987","","","265.1","","",""
"TYC 9404-1260-1","","","","09:24:20.974","-80:31:21.298","","","-94.9","","",""